This file was created by CMPT_IND_RETS using the 202012 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
  1958,  62.21,  76.41,  58.61,  42.15,  79.65,  77.79,  59.10,  85.48,  40.84,  64.49
  1959,  17.94,  36.01,  17.00,  -2.85,  38.32,  36.00,  20.85,  34.59,   5.42,   4.82
  1960,   9.33, -19.13, -10.62,   5.68,  -6.27,  18.10,   4.77,   6.10,  21.09,  -3.67
  1961,  35.80,  36.22,  24.68,  33.12,  19.15,  19.34,  44.39,  26.35,  31.07,  29.85
  1962, -16.04,  -3.81, -13.94,  -1.08, -25.14, -11.20, -22.59, -20.34,   0.09,  -7.12
  1963,  15.31,  20.60,  17.10,  33.47,   6.26,  25.62,   6.03,  21.08,  12.58,  21.62
  1964,  17.01,  15.60,  20.15,  23.56,   4.43,  25.26,  23.55,  17.90,  16.92,  19.68
  1965,  26.74,  56.32,  40.72,  28.20,  71.71,  39.25,  29.18,  38.00,   3.47,  34.31
  1966, -16.11, -10.09,  -4.94,   6.09,   1.99,  -1.44, -12.09,  -0.24,  -7.27,  -6.63
  1967,  79.19,  93.47,  77.94,  85.37, 107.92,  32.42,  96.50,  46.23,   5.23,  90.35
  1968,  52.36,  41.99,  32.76,  52.86,  13.70,  32.88,  68.47,  13.62,  17.86,  61.85
  1969, -29.64, -28.70, -27.74, -26.50, -28.08, -12.92, -23.28,  12.72, -14.51, -28.30
  1970,  -0.83, -15.01, -12.40,   4.90, -34.95,  -6.47, -12.41, -15.22,  17.76, -13.27
  1971,  20.58,  30.79,  16.35,   8.00,  22.17,  27.43,  27.34,  29.06,   4.94,  21.98
  1972,  -1.06,  10.75,  10.02,  19.32,  10.03,  13.20,  -6.90,   6.09,  11.39,  -0.52
  1973, -42.56, -50.32, -31.20,  10.68, -37.39, -44.79, -48.25, -39.14, -15.62, -38.09
  1974, -22.87, -26.85, -15.26, -17.76, -36.70, -23.28, -25.97, -24.23, -17.83, -28.08
  1975,  82.30,  82.95,  62.49,  40.02,  82.30,  86.69,  88.29,  58.41,  48.85,  55.34
  1976,  38.55,  58.87,  54.06,  65.46,  61.24,  54.11,  41.30,  37.75,  36.61,  50.73
  1977,  18.76,   8.78,  18.25,  32.10,  30.96,  35.44,  19.25,  29.75,  11.78,  29.14
  1978,  23.30,  19.47,  25.28,   6.51,  49.93,  35.35,  22.24,  35.83,  -0.98,  28.82
  1979,  22.66,  17.65,  41.30, 149.77,  57.70,  54.56,  27.67,  39.39,  17.78,  38.27
  1980,  23.92,  26.97,  33.42,  99.94,  74.32,  33.68,  26.78,  59.72,  16.30,  42.82
  1981,  16.25,   7.80,   0.11, -36.31,  -9.19,  21.74,  10.73,   5.44,  12.84,   3.59
  1982,  42.20,  38.53,  21.98, -41.60,  42.10,  33.11,  49.00,  52.83,  27.78,  29.30
  1983,  45.29,  47.65,  40.04,  23.37,  29.44,  20.62,  48.99,  17.71,  25.56,  40.81
  1984,  -0.91, -10.65,  -6.17, -24.56, -26.05,  -9.25, -12.10, -15.93,  21.82,  -7.90
  1985,  35.06,  15.64,  22.60, -13.65,  15.25,  38.58,  24.49,  34.69,  35.39,  37.41
  1986,  18.96,   9.45,   6.14, -17.28,  -3.20,   8.90,   8.26,   3.79,  29.66,  11.61
  1987, -10.51,  -9.52,  -1.29,  18.08, -13.32,  15.26, -20.36, -18.81,  -7.22, -10.73
  1988,  24.51,  22.59,  28.15,   8.35,  14.80,  33.56,  29.93,  23.32,  22.37,  14.98
  1989,  14.86,   5.14,  11.14,  37.39,   4.62,  39.06,   6.51,  14.72,  27.71,   7.65
  1990, -23.81, -36.65, -18.62,  -3.43, -20.71, -27.92, -25.13,  -1.95,  -2.30, -30.54
  1991,  42.96,  51.83,  44.80,   9.61,  68.99,  41.68,  55.65, 153.58,  23.58,  46.36
  1992,  17.95,  38.32,  23.08,  17.75,  32.70,  18.00,  32.75,   8.75,  14.28,  44.82
  1993,  17.10,  37.42,  29.17,  29.77,  27.63,  86.55,  18.80,  -3.20,  15.52,  31.48
  1994,  -6.59, -11.37,   3.92,   1.62,   8.05,  -9.45, -14.58, -14.32,  -9.44,  -4.75
  1995,  12.82,   3.97,  18.65,  19.00,  55.16,  29.59,   8.35,  68.80,  27.65,  35.56
  1996,   8.07,  27.00,  19.41,  64.05,  11.35,   0.66,  15.22,  13.76,  13.95,  20.33
  1997,  13.52,  14.97,  25.10,  18.50,   8.51,  31.87,  12.91,   3.28,  29.85,  38.52
  1998,  -4.45,   4.32, -14.25, -47.78,   7.18,  18.69,   7.66, -12.49,  10.06,  -4.14
  1999,  -4.50,   9.84,  11.37,  26.20, 131.95, 140.35,   6.34,  44.35,   1.06,   7.98
  2000,  -4.05, -17.03,  -4.37,  90.14, -39.41, -55.63, -25.80,  28.93,  45.24,  -3.72
  2001,  26.71,  27.96,  12.54, -11.27,  13.69, -12.20,  49.85,  46.32,  -1.80,  30.19
  2002,   5.13,  -5.85, -10.44, -10.32, -30.14, -41.13,  -8.03, -32.92, -13.26,   2.41
  2003,  41.25,  45.66,  58.34,  79.89, 118.93,  76.74,  63.32, 116.51,  30.93,  58.14
  2004,  23.76,   6.43,  32.65,  50.88,  12.15,   4.48,  26.65,  15.57,  20.45,  23.44
  2005,   0.01, -15.25,   7.25,  66.18,  -2.00, -16.15,   8.59,  -3.79,  12.53,   5.80
  2006,  20.18,  20.50,  25.25,   7.02,  12.10,  19.62,  18.18,  11.43,  22.31,  17.19
  2007,  -9.56, -12.01,   7.55,   8.94,   0.90, -10.92, -14.16,  -5.30,  11.87, -16.12
  2008, -43.71, -62.60, -49.77, -54.70, -49.91, -57.16, -45.73, -40.26, -21.50, -40.77
  2009,  80.53, 130.71,  69.18,  68.00,  93.21, 120.12,  99.93,  98.18,  18.62,  25.48
  2010,  28.08,  33.83,  38.21,  38.43,  35.17,  32.96,  31.51,  22.19,  12.90,  21.14
  2011,  -7.82, -23.57, -10.67, -10.53, -13.96, -10.57,  -1.29, -10.81,  17.31, -10.70
  2012,  29.43,  17.46,  17.33, -11.14,   9.64,  16.37,  19.14,  25.86,   4.94,  25.37
  2013,  45.05,  54.71,  47.96,  21.09,  48.27,  69.55,  39.76,  56.65,  21.00,  41.67
  2014,  11.67,   8.12,  -0.93, -39.18,   3.18,  -4.24,   1.14,  14.29,  21.69,   7.54
  2015,  -1.78, -10.01, -16.55, -46.94,  -4.74,   4.67, -12.77,   2.76,  -6.63,  -2.81
  2016,  18.49,  29.00,  29.82,  35.32,  17.82,  11.91,  11.96, -11.49,  32.04,  30.57
  2017,  12.91,  13.38,  18.46, -13.44,  27.58,  12.71,   1.94,  25.10,  11.89,  13.71
  2018,  -7.95, -28.78, -20.84, -38.29,  -6.24, -11.47, -12.86, -22.56,   2.51, -13.68
  2019,  15.68,  26.47,  21.44, -17.93,  30.48,   4.62,  16.25,  25.48,  20.63,  26.74
  2020,  20.71,  88.31,  36.72, -28.72,  72.43,  14.20,  43.09,  62.78,  -0.78,  12.79


  Number of Firms in Portfolios
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
192607,     90,     37,    127,     51,     18,      5,     41,      7,     21,    111
192608,     90,     37,    127,     51,     18,      5,     41,      7,     21,    111
192609,     90,     37,    127,     50,     18,      5,     41,      7,     21,    111
192610,     90,     37,    127,     50,     18,      5,     41,      7,     21,    111
192611,     90,     37,    127,     50,     18,      5,     41,      7,     21,    111
192612,     89,     37,    127,     50,     18,      5,     41,      7,     21,    110
192701,     89,     37,    127,     49,     18,      5,     41,      7,     21,    110
192702,     87,     37,    127,     49,     18,      5,     41,      7,     21,    109
192703,     87,     37,    127,     49,     18,      5,     41,      7,     21,    109
192704,     87,     37,    127,     49,     18,      4,     41,      7,     21,    108
192705,     87,     37,    127,     49,     18,      4,     41,      7,     21,    108
192706,     87,     37,    126,     49,     18,      4,     41,      7,     21,    108
192707,     98,     43,    129,     55,     19,      5,     46,      7,     23,    120
192708,     98,     43,    128,     55,     19,      5,     46,      7,     23,    120
192709,     98,     43,    128,     55,     19,      5,     46,      7,     23,    120
192710,     98,     43,    128,     55,     19,      5,     46,      7,     23,    120
192711,     97,     43,    126,     55,     18,      5,     46,      7,     23,    120
192712,     97,     43,    126,     55,     18,      5,     46,      7,     23,    120
192801,     96,     43,    126,     55,     18,      5,     46,      7,     23,    120
192802,     96,     43,    126,     55,     18,      5,     46,      7,     23,    120
192803,     96,     43,    125,     55,     18,      5,     46,      6,     22,    120
192804,     96,     43,    125,     55,     18,      5,     46,      6,     22,    120
192805,     96,     43,    125,     55,     18,      4,     46,      6,     22,    120
192806,     96,     43,    125,     55,     18,      4,     45,      6,     22,    120
192807,    105,     45,    139,     56,     19,      4,     51,      6,     23,    120
192808,    105,     44,    139,     56,     19,      4,     51,      6,     23,    120
192809,    105,     44,    139,     56,     19,      4,     51,      6,     23,    120
192810,    105,     44,    139,     56,     19,      4,     51,      6,     23,    119
192811,    105,     44,    139,     56,     19,      4,     51,      6,     23,    119
192812,    104,     44,    139,     56,     19,      4,     51,      6,     23,    119
192901,    103,     43,    139,     56,     19,      4,     51,      5,     23,    118
192902,    103,     43,    139,     56,     19,      4,     51,      5,     23,    118
192903,    103,     43,    139,     56,     18,      4,     51,      5,     23,    118
192904,    103,     43,    139,     56,     18,      4,     51,      5,     23,    118
192905,    102,     43,    139,     56,     18,      4,     51,      5,     22,    118
192906,    101,     43,    139,     56,     18,      4,     51,      5,     22,    117
192907,    122,     50,    169,     61,     20,      4,     61,      6,     23,    131
192908,    122,     50,    168,     61,     20,      4,     61,      6,     23,    131
192909,    122,     50,    168,     61,     20,      4,     61,      6,     23,    130
192910,    121,     50,    168,     60,     20,      4,     61,      6,     22,    129
192911,    121,     50,    168,     60,     20,      4,     61,      6,     22,    129
192912,    120,     50,    168,     60,     20,      4,     61,      6,     22,    128
193001,    120,     50,    168,     59,     20,      4,     61,      6,     22,    127
193002,    119,     49,    168,     59,     20,      4,     61,      6,     22,    127
193003,    119,     49,    167,     59,     20,      4,     61,      5,     22,    127
193004,    118,     49,    166,     58,     20,      4,     61,      5,     22,    126
193005,    118,     49,    165,     58,     20,      4,     61,      5,     22,    126
193006,    117,     48,    164,     58,     20,      4,     61,      4,     22,    125
193007,    117,     53,    196,     59,     27,      4,     70,      5,     23,    142
193008,    117,     53,    196,     58,     27,      4,     70,      5,     23,    142
193009,    117,     53,    196,     57,     27,      4,     70,      5,     23,    142
193010,    117,     53,    195,     56,     27,      4,     70,      5,     23,    142
193011,    117,     52,    195,     56,     27,      4,     70,      5,     23,    142
193012,    117,     52,    195,     56,     27,      4,     70,      5,     23,    142
193101,    117,     52,    194,     56,     27,      4,     70,      5,     23,    141
193102,    117,     52,    192,     56,     27,      4,     70,      5,     23,    141
193103,    116,     52,    192,     56,     27,      4,     70,      5,     23,    140
193104,    116,     52,    192,     56,     26,      4,     70,      5,     23,    140
193105,    116,     51,    192,     56,     26,      4,     70,      5,     23,    140
193106,    116,     51,    192,     56,     26,      4,     70,      5,     23,    139
193107,    119,     51,    204,     57,     26,      4,     72,      6,     23,    140
193108,    119,     51,    204,     57,     26,      4,     72,      6,     23,    139
193109,    119,     51,    204,     57,     26,      4,     72,      6,     22,    139
193110,    118,     51,    203,     57,     26,      4,     72,      6,     22,    138
193111,    118,     51,    203,     57,     26,      4,     72,      6,     22,    138
193112,    118,     50,    201,     57,     26,      4,     72,      6,     22,    137
193201,    118,     50,    201,     57,     26,      4,     72,      6,     22,    137
193202,    118,     50,    201,     57,     26,      4,     72,      6,     22,    137
193203,    117,     50,    200,     57,     26,      4,     71,      6,     22,    137
193204,    116,     50,    200,     56,     26,      4,     71,      6,     22,    133
193205,    115,     50,    200,     55,     26,      4,     71,      6,     22,    133
193206,    113,     50,    199,     55,     26,      4,     69,      6,     22,    131
193207,    113,     51,    203,     54,     25,      4,     69,      6,     22,    132
193208,    112,     50,    203,     54,     25,      4,     69,      6,     22,    132
193209,    111,     50,    203,     53,     25,      4,     69,      6,     22,    132
193210,    111,     50,    203,     53,     25,      4,     69,      6,     22,    132
193211,    110,     50,    203,     53,     25,      4,     69,      6,     22,    132
193212,    108,     50,    202,     53,     25,      4,     69,      6,     22,    131
193301,    108,     50,    202,     53,     25,      4,     69,      6,     22,    131
193302,    108,     50,    202,     53,     25,      4,     68,      6,     22,    131
193303,    108,     49,    201,     53,     25,      4,     68,      6,     22,    131
193304,    108,     49,    201,     53,     25,      4,     68,      6,     22,    131
193305,    108,     49,    199,     53,     25,      4,     68,      6,     22,    131
193306,    108,     47,    198,     52,     25,      4,     66,      6,     22,    131
193307,    109,     47,    201,     54,     27,      4,     66,      6,     22,    137
193308,    109,     47,    201,     54,     27,      4,     66,      6,     21,    137
193309,    109,     47,    201,     54,     27,      4,     66,      6,     21,    136
193310,    109,     47,    201,     54,     27,      4,     66,      6,     21,    136
193311,    109,     47,    201,     54,     27,      4,     66,      6,     21,    136
193312,    109,     47,    201,     54,     26,      4,     66,      6,     21,    136
193401,    109,     47,    201,     54,     26,      4,     66,      6,     21,    135
193402,    109,     47,    201,     54,     26,      4,     66,      6,     21,    135
193403,    109,     47,    201,     54,     26,      4,     66,      6,     21,    135
193404,    109,     47,    201,     54,     26,      4,     66,      6,     21,    135
193405,    109,     47,    200,     53,     26,      4,     66,      6,     21,    135
193406,    109,     47,    200,     53,     26,      4,     66,      6,     21,    135
193407,    111,     47,    200,     54,     27,      4,     68,      9,     21,    141
193408,    111,     47,    200,     54,     27,      4,     68,      9,     21,    141
193409,    111,     47,    200,     54,     27,      4,     68,      9,     21,    141
193410,    111,     47,    199,     54,     27,      4,     68,      9,     21,    137
193411,    111,     47,    198,     54,     27,      4,     68,      9,     21,    137
193412,    111,     47,    198,     54,     27,      4,     68,      9,     21,    137
193501,    111,     47,    198,     54,     27,      4,     68,      9,     21,    136
193502,    111,     45,    198,     54,     27,      4,     68,      9,     21,    136
193503,    111,     45,    198,     54,     27,      4,     68,      9,     21,    136
193504,    111,     44,    198,     54,     27,      4,     68,      9,     21,    136
193505,    111,     44,    198,     54,     26,      4,     68,      9,     21,    135
193506,    111,     44,    198,     54,     26,      4,     68,      9,     21,    135
193507,    109,     46,    200,     54,     26,      4,     69,      9,     21,    138
193508,    109,     46,    199,     54,     26,      4,     69,      9,     21,    138
193509,    108,     46,    199,     54,     26,      4,     69,      9,     21,    136
193510,    108,     46,    199,     54,     26,      4,     69,      9,     21,    136
193511,    108,     46,    199,     54,     26,      4,     69,      9,     21,    136
193512,    108,     46,    199,     53,     26,      4,     69,      9,     21,    136
193601,    108,     46,    199,     53,     26,      4,     69,      9,     21,    136
193602,    108,     46,    199,     52,     26,      4,     69,      9,     21,    136
193603,    107,     46,    199,     52,     26,      4,     68,      9,     21,    136
193604,    107,     46,    198,     52,     26,      4,     68,      9,     21,    136
193605,    107,     46,    198,     52,     26,      4,     67,      9,     21,    136
193606,    107,     46,    198,     52,     26,      4,     67,      9,     21,    136
193607,    119,     49,    211,     54,     27,      4,     70,     10,     21,    142
193608,    119,     49,    210,     54,     27,      4,     70,     10,     21,    141
193609,    119,     49,    210,     54,     27,      4,     70,     10,     21,    141
193610,    119,     49,    209,     53,     27,      4,     70,     10,     21,    140
193611,    119,     49,    209,     53,     27,      4,     70,     10,     21,    140
193612,    119,     49,    209,     52,     27,      4,     70,     10,     21,    140
193701,    119,     48,    209,     52,     27,      4,     70,     10,     21,    137
193702,    119,     48,    209,     52,     27,      4,     70,     10,     21,    137
193703,    119,     48,    209,     51,     27,      4,     70,     10,     21,    137
193704,    119,     48,    207,     51,     27,      4,     70,     10,     21,    137
193705,    119,     48,    207,     51,     27,      4,     70,     10,     21,    137
193706,    119,     48,    207,     51,     27,      4,     70,     10,     21,    137
193707,    124,     52,    226,     53,     30,      4,     74,     12,     22,    144
193708,    124,     52,    226,     53,     30,      4,     74,     12,     22,    144
193709,    124,     52,    226,     52,     30,      4,     74,     12,     22,    144
193710,    124,     52,    226,     52,     30,      4,     74,     12,     22,    144
193711,    124,     52,    226,     52,     30,      4,     74,     12,     22,    144
193712,    124,     52,    226,     52,     30,      4,     74,     12,     22,    144
193801,    124,     52,    226,     52,     30,      4,     74,     12,     22,    144
193802,    124,     52,    226,     52,     30,      4,     74,     12,     22,    144
193803,    124,     52,    226,     52,     30,      4,     74,     12,     22,    144
193804,    124,     52,    226,     52,     30,      4,     74,     12,     22,    143
193805,    124,     52,    225,     52,     30,      4,     73,     12,     22,    142
193806,    124,     52,    225,     52,     30,      4,     73,     12,     22,    142
193807,    126,     53,    237,     54,     30,      5,     74,     12,     23,    147
193808,    125,     53,    236,     54,     30,      5,     73,     12,     23,    146
193809,    125,     53,    236,     54,     30,      5,     73,     12,     23,    146
193810,    125,     53,    236,     54,     30,      5,     73,     12,     23,    145
193811,    125,     53,    236,     54,     30,      5,     73,     12,     23,    144
193812,    125,     53,    236,     53,     30,      5,     72,     12,     23,    141
193901,    125,     53,    236,     53,     30,      5,     72,     12,     23,    141
193902,    125,     53,    236,     53,     30,      5,     72,     12,     23,    141
193903,    125,     53,    236,     53,     30,      5,     72,     12,     23,    141
193904,    125,     53,    236,     53,     30,      5,     72,     12,     23,    140
193905,    124,     53,    236,     53,     30,      5,     72,     12,     23,    140
193906,    124,     53,    236,     53,     30,      5,     72,     12,     23,    139
193907,    124,     53,    239,     52,     30,      6,     73,     12,     23,    138
193908,    124,     53,    239,     52,     30,      6,     73,     12,     23,    136
193909,    124,     53,    238,     52,     30,      6,     73,     12,     23,    134
193910,    124,     53,    238,     52,     30,      6,     73,     12,     23,    133
193911,    124,     53,    238,     52,     30,      6,     73,     12,     23,    132
193912,    124,     53,    238,     52,     30,      6,     73,     12,     23,    132
194001,    124,     53,    238,     51,     30,      6,     73,     12,     23,    132
194002,    124,     53,    238,     51,     30,      6,     73,     12,     23,    132
194003,    124,     53,    238,     51,     30,      6,     73,     12,     23,    132
194004,    124,     53,    238,     51,     30,      6,     73,     12,     23,    132
194005,    123,     52,    238,     51,     30,      6,     73,     12,     23,    132
194006,    123,     52,    238,     51,     30,      6,     73,     12,     23,    132
194007,    125,     55,    247,     51,     30,      6,     74,     13,     24,    138
194008,    124,     55,    247,     51,     30,      6,     74,     13,     24,    137
194009,    124,     55,    247,     51,     30,      6,     74,     13,     24,    135
194010,    124,     55,    247,     51,     30,      6,     74,     13,     24,    134
194011,    124,     55,    247,     51,     30,      6,     74,     13,     24,    134
194012,    123,     54,    247,     50,     30,      6,     74,     13,     24,    134
194101,    123,     54,    247,     50,     30,      6,     74,     13,     24,    134
194102,    123,     54,    247,     49,     30,      6,     74,     13,     24,    134
194103,    123,     54,    247,     49,     30,      6,     74,     13,     24,    134
194104,    123,     54,    247,     49,     30,      6,     74,     13,     24,    134
194105,    123,     54,    247,     49,     30,      6,     74,     13,     24,    134
194106,    123,     54,    247,     49,     30,      6,     74,     13,     24,    133
194107,    124,     54,    254,     50,     31,      7,     75,     13,     27,    138
194108,    124,     54,    254,     50,     31,      7,     75,     13,     27,    137
194109,    124,     54,    254,     50,     31,      7,     75,     13,     27,    137
194110,    124,     54,    254,     50,     31,      7,     75,     13,     27,    137
194111,    124,     54,    254,     50,     31,      7,     75,     13,     27,    136
194112,    124,     54,    254,     50,     31,      7,     75,     13,     27,    136
194201,    124,     54,    254,     50,     31,      7,     75,     13,     27,    136
194202,    124,     54,    254,     50,     31,      7,     75,     13,     27,    136
194203,    124,     53,    254,     50,     31,      7,     75,     13,     27,    136
194204,    124,     53,    254,     50,     31,      7,     75,     13,     27,    136
194205,    124,     53,    254,     50,     31,      7,     75,     13,     27,    136
194206,    124,     53,    254,     50,     31,      7,     75,     13,     27,    136
194207,    124,     55,    259,     50,     32,      7,     74,     14,     27,    138
194208,    124,     55,    259,     50,     32,      7,     74,     14,     27,    138
194209,    124,     55,    259,     50,     32,      7,     74,     14,     27,    138
194210,    124,     55,    259,     50,     32,      7,     73,     14,     27,    138
194211,    124,     55,    259,     50,     32,      7,     73,     14,     27,    138
194212,    124,     55,    259,     49,     32,      7,     73,     14,     27,    138
194301,    124,     55,    259,     49,     32,      7,     73,     14,     27,    138
194302,    124,     55,    258,     49,     32,      7,     73,     14,     27,    138
194303,    124,     55,    257,     49,     32,      7,     73,     14,     27,    138
194304,    124,     55,    257,     48,     32,      7,     73,     14,     27,    138
194305,    124,     55,    257,     48,     32,      7,     73,     14,     27,    138
194306,    124,     55,    257,     48,     32,      7,     73,     14,     27,    137
194307,    125,     56,    257,     49,     33,      7,     73,     14,     27,    137
194308,    125,     56,    257,     49,     33,      7,     73,     14,     27,    137
194309,    125,     56,    257,     49,     33,      7,     73,     14,     27,    137
194310,    125,     56,    257,     48,     33,      7,     73,     14,     27,    137
194311,    125,     56,    257,     47,     33,      7,     73,     14,     27,    137
194312,    125,     56,    257,     47,     33,      7,     73,     14,     27,    135
194401,    125,     56,    257,     46,     33,      7,     73,     14,     27,    133
194402,    125,     56,    257,     46,     33,      7,     73,     14,     27,    132
194403,    125,     56,    257,     46,     33,      7,     73,     14,     27,    132
194404,    125,     56,    257,     46,     33,      7,     73,     14,     27,    132
194405,    125,     56,    257,     46,     33,      7,     73,     14,     26,    132
194406,    125,     56,    257,     46,     33,      7,     73,     14,     26,    132
194407,    127,     56,    267,     48,     36,      7,     74,     15,     30,    135
194408,    127,     56,    267,     48,     36,      7,     74,     15,     30,    135
194409,    127,     56,    267,     48,     36,      7,     73,     15,     30,    135
194410,    126,     56,    267,     48,     36,      7,     73,     15,     30,    134
194411,    126,     56,    267,     48,     36,      7,     73,     15,     30,    134
194412,    126,     56,    267,     48,     36,      7,     73,     15,     30,    133
194501,    126,     55,    267,     48,     36,      7,     73,     15,     30,    133
194502,    126,     55,    267,     48,     36,      7,     73,     15,     30,    133
194503,    126,     55,    267,     48,     36,      7,     73,     15,     30,    133
194504,    126,     55,    267,     48,     36,      7,     73,     15,     30,    133
194505,    126,     55,    267,     48,     36,      7,     73,     15,     30,    133
194506,    126,     55,    267,     48,     36,      7,     73,     15,     30,    133
194507,    131,     56,    273,     49,     39,      7,     79,     16,     31,    138
194508,    131,     56,    273,     49,     39,      7,     79,     16,     31,    138
194509,    131,     56,    273,     49,     39,      7,     79,     16,     31,    138
194510,    130,     56,    273,     49,     39,      7,     79,     16,     31,    138
194511,    130,     56,    273,     48,     39,      7,     79,     16,     31,    137
194512,    130,     56,    273,     48,     39,      7,     79,     16,     31,    137
194601,    130,     56,    272,     48,     39,      7,     79,     16,     31,    137
194602,    129,     56,    272,     48,     39,      7,     79,     16,     31,    137
194603,    129,     56,    272,     48,     39,      7,     79,     16,     31,    137
194604,    129,     56,    272,     48,     39,      7,     79,     16,     31,    137
194605,    129,     56,    272,     48,     39,      7,     79,     16,     31,    137
194606,    129,     55,    272,     48,     39,      7,     79,     16,     31,    137
194607,    138,     57,    288,     50,     41,      7,     79,     18,     36,    142
194608,    138,     57,    288,     50,     41,      7,     78,     18,     36,    142
194609,    138,     57,    288,     50,     41,      7,     78,     18,     36,    142
194610,    138,     57,    288,     50,     41,      7,     77,     18,     36,    142
194611,    138,     57,    288,     50,     40,      7,     77,     18,     36,    142
194612,    138,     57,    288,     50,     40,      7,     77,     18,     36,    142
194701,    138,     57,    288,     50,     40,      7,     77,     18,     36,    142
194702,    138,     57,    288,     50,     40,      7,     77,     18,     36,    142
194703,    138,     57,    288,     50,     40,      7,     77,     18,     36,    142
194704,    138,     57,    288,     50,     40,      7,     77,     18,     36,    142
194705,    138,     57,    288,     50,     40,      7,     77,     18,     36,    142
194706,    138,     57,    288,     50,     40,      7,     77,     18,     36,    141
194707,    147,     58,    297,     51,     43,      7,     84,     18,     47,    146
194708,    147,     58,    297,     51,     43,      7,     84,     18,     47,    146
194709,    147,     58,    297,     51,     43,      7,     84,     18,     47,    146
194710,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194711,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194712,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194801,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194802,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194803,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194804,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194805,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194806,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194807,    152,     63,    307,     53,     44,      7,     85,     18,     52,    154
194808,    152,     63,    307,     53,     44,      7,     85,     18,     52,    154
194809,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194810,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194811,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194812,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194901,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194902,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194903,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194904,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194905,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194906,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194907,    153,     64,    313,     55,     45,      8,     87,     18,     57,    158
194908,    153,     64,    313,     55,     45,      8,     87,     18,     57,    158
194909,    153,     64,    313,     55,     45,      8,     87,     18,     57,    158
194910,    153,     64,    313,     55,     45,      8,     87,     18,     57,    158
194911,    153,     64,    313,     55,     45,      8,     87,     18,     57,    158
194912,    153,     64,    313,     55,     45,      8,     87,     18,     57,    157
195001,    153,     64,    313,     55,     45,      8,     85,     18,     57,    157
195002,    153,     64,    313,     55,     45,      8,     85,     18,     57,    157
195003,    153,     64,    313,     55,     45,      8,     85,     18,     57,    157
195004,    153,     64,    313,     55,     45,      8,     85,     18,     57,    157
195005,    153,     64,    313,     55,     44,      8,     85,     18,     57,    157
195006,    153,     64,    313,     54,     44,      8,     85,     18,     57,    157
195007,    153,     65,    313,     57,     44,      8,     85,     18,     73,    159
195008,    153,     65,    313,     57,     44,      8,     85,     18,     73,    159
195009,    153,     65,    313,     57,     44,      8,     85,     18,     73,    159
195010,    153,     65,    313,     57,     44,      8,     85,     18,     73,    159
195011,    153,     65,    313,     57,     44,      8,     85,     18,     73,    159
195012,    153,     64,    312,     57,     44,      8,     85,     18,     73,    159
195101,    153,     64,    312,     57,     44,      8,     85,     18,     73,    158
195102,    153,     64,    312,     57,     44,      8,     85,     18,     73,    158
195103,    153,     64,    312,     57,     44,      8,     85,     18,     73,    158
195104,    153,     64,    312,     57,     44,      8,     85,     18,     73,    158
195105,    153,     64,    312,     57,     44,      8,     85,     18,     73,    158
195106,    153,     64,    312,     57,     44,      8,     85,     18,     73,    158
195107,    156,     65,    318,     59,     46,      8,     86,     19,     85,    161
195108,    155,     65,    318,     59,     46,      8,     86,     19,     85,    161
195109,    155,     65,    317,     59,     46,      8,     86,     19,     85,    161
195110,    155,     65,    317,     59,     46,      8,     86,     19,     85,    161
195111,    155,     65,    316,     59,     46,      8,     86,     19,     84,    161
195112,    155,     65,    316,     59,     46,      8,     86,     19,     84,    161
195201,    155,     65,    316,     59,     46,      8,     86,     19,     84,    161
195202,    155,     65,    316,     59,     46,      8,     86,     19,     84,    161
195203,    155,     65,    316,     59,     46,      8,     86,     19,     84,    160
195204,    154,     65,    316,     59,     46,      8,     86,     19,     84,    160
195205,    154,     65,    316,     59,     46,      8,     86,     19,     84,    160
195206,    154,     65,    316,     59,     46,      8,     86,     19,     84,    160
